"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"91-138","Home Builders Association of Richmond Builders PAC","2004","01/18/2005","JANP15_05","10/21/2004","12/31/2004","E","R","0","03/23/2006","L","0","Treas","Sprigg","Susan","R","G","7500.00","9","0.00","0","3690.00","123","308.31","","11190.00","132","0.00","3569.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","R","0","07/21/2004","T","0","Treasurer","Ayers","Walter","C","G","177159.87","304","1191.00","0","2368.27","61478","0.00","","0.00","0","0.00","238637.99","0.00","1495.00","0.00","0.00","91873.80","0",""
"91-140","Virginia Bankers Association PAC","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","A","1","09/14/2004","T","0","Treasurer","Ayers","Walter","C","G","159481.00","289","0.00","0","61060.00","1175","208.01","","220541.00","1464","0.00","90317.40","0.00","0.00","0.00","0.00","","0","0.00"
"91-140","Virginia Bankers Association PAC","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","A","2","09/14/2004","T","0","Treasurer","Ayers","Walter","C","G","159481.00","289","0.00","0","61060.00","1175","208.01","","220541.00","1464","0.00","90317.40","0.00","0.00","0.00","0.00","","0","0.00"
"91-140","Virginia Bankers Association PAC","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","R","0","01/27/2005","T","0","Treasurer","Ayers","Walter","C","G","15519.96","7","0.00","0","1351.96","25","127.95","","16871.92","32","0.00","25250.00","0.00","0.00","0.00","0.00","","0","0.00"
"91-140","Virginia Bankers Association PAC","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","A","1","05/11/2005","T","0","Treasurer","Ayers","Walter","C","G","38219.96","26","0.00","0","5141.96","106","269.78","","43361.92","132","0.00","76076.36","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2004","04/26/2004","APRPM26_04","01/01/2004","04/20/2004","E","R","0","10/05/2005","L","0","Treasurer","Ayers","Walter","C","G","168011.00","294","0.00","0","59478.00","1249","453.64","","227489.00","1543","0.00","51950.69","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","04/26/2004","APRPM26_04","01/01/2004","04/20/2004","E","R","0","04/27/2004","T","0","Treasurer","Thomas","Alexander","","G","24100.00","17","0.00","0","0.00","0","0.00","","24100.00","17","0.00","6223.55","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","04/26/2004","APRPM26_04","01/01/2004","04/20/2004","E","R","0","04/27/2004","T","0","Cust of Books","Grow","Bob","","G","24100.00","17","0.00","0","0.00","0","0.00","","24100.00","17","0.00","6223.55","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","07/15/2004","JULPS15_04","06/03/2004","06/30/2004","E","R","0","07/20/2004","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","23.75","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","07/15/2004","JULPS15_04","06/03/2004","06/30/2004","E","R","0","07/20/2004","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","23.75","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","06/07/2004","JUNPS07_04","01/01/2004","06/02/2004","E","R","0","08/27/2004","T","0","Treasurer","Thomas","Alexander","","G","650.00","2","0.00","0","0.00","0","0.00","","650.00","2","0.00","10536.44","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","06/07/2004","JUNPS07_04","01/01/2004","06/02/2004","E","R","0","08/27/2004","T","0","Cust of Books","Grow","Bob","","G","650.00","2","0.00","0","0.00","0","0.00","","650.00","2","0.00","10536.44","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","10/25/2004","OCTP25_04","07/01/2004","10/20/2004","E","R","0","10/26/2004","L","0","Cust of Books","Grow","Bob","","G","1500.00","1","0.00","0","0.00","0","0.00","","1500.00","1","0.00","4739.09","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","10/25/2004","OCTP25_04","07/01/2004","10/20/2004","E","R","0","10/26/2004","L","0","Treasurer","Thomas","Alexander","","G","1500.00","1","0.00","0","0.00","0","0.00","","1500.00","1","0.00","4739.09","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","10/25/2004","OCTP25_04","07/01/2004","10/20/2004","E","A","1","12/20/2004","T","0","Treasurer","Thomas","Alexander","","G","1500.00","1","0.00","0","0.00","0","0.00","","1500.00","1","0.00","4739.09","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","10/25/2004","OCTP25_04","07/01/2004","10/20/2004","E","A","1","12/20/2004","T","0","Cust of Books","Grow","Bob","","G","1500.00","1","0.00","0","0.00","0","0.00","","1500.00","1","0.00","4739.09","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","R","0","01/18/2005","T","0","Cust of Books","Grow","Bob","","G","50.00","1","0.00","0","400.00","8","0.00","","450.00","9","0.00","29.95","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","R","0","01/18/2005","T","0","Treasurer","Thomas","Alexander","","G","50.00","1","0.00","0","400.00","8","0.00","","450.00","9","0.00","29.95","0.00","0.00","0.00","0.00","0.00","0",""
"91-143","CIGNA Corporation PAC","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","R","0","09/15/2004","L","0","","Newman","Mari","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","198292","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-143","CIGNA Corporation PAC","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","R","0","01/13/2005","T","0","","Newman","Mari","","G","0.00","0","0.00","0","1000.00","1420","0.00","","1000.00","1420","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","R","0","07/15/2004","T","0","Secretary/Treas","Hudson","W","T","G","31674.00","59","0.00","0","70.00","1","500.00","","31744.00","60","0.00","24477.75","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","R","0","01/18/2005","T","0","Secretary/Treas","Hudson","W","T","G","25134.00","46","0.00","0","0.00","0","0.00","","25134.00","46","0.00","36180.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2004","04/26/2004","APRPM26_04","01/01/2004","04/20/2004","E","R","0","04/27/2004","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","0.00","0","1146.22","","0.00","0","0.00","4782.31","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2004","07/15/2004","JULPM15_04","04/21/2004","06/30/2004","E","R","0","07/19/2004","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","37875.00","932","0.00","","37875.00","932","0.00","34892.30","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","R","0","01/13/2005","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","17200.00","344","336.59","","17200.00","344","0.00","8618.36","0.00","0.00","0.00","0.00","0.00","0",""
"91-150","Virginia Society of Professional Engineers PAC","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","R","0","07/20/2004","T","0","Exec Director","Dicks","Leigh","","G","1250.00","1","0.00","0","4482.50","883","8.26","","5732.50","884","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-150","Virginia Society of Professional Engineers PAC","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","R","0","01/05/2005","T","0","Exec Director","Dicks","Leigh","","G","0.00","0","0.00","0","60.00","3","9.69","","60.00","3","0.00","140.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-151","American Council of Engineering Companies of Virginia PAC","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","R","0","07/14/2004","T","0","Treasurer","Israel","Nancy","","G","777.00","1","0.00","0","0.00","0","0.00","","777.00","1","0.00","100.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-151","American Council of Engineering Companies of Virginia PAC","2004","01/18/2005","JANPJ18_05","07/01/2004","12/31/2004","E","R","0","01/03/2005","T","0","Treasurer","Israel","Nancy","","G","7750.00","12","0.00","0","125.00","2","0.00","","7875.00","14","0.00","2360.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","R","0","07/20/2004","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","7600.00","30","0.00","0","3500.00","35","0.00","","11100.00","65","0.00","4490.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2004","07/15/2004","JULPJ15_04","01/01/2004","06/30/2004","E","A","1","09/29/2004","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","12984.42","31","0.00","0","3500.00","35","0.00","","16484.42","66","0.00","4490.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2004","10/25/2004","OCTP25_04","07/01/2004","10/20/2004","E","R","0","10/21/2004","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","750.00","2","0.00","0","100.00","1","3149.80","","850.00","3","0.00","1500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2004","01/18/2005","JANP15_05","10/21/2004","12/31/2004","E","R","0","01/27/2005","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","2750.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2004","04/26/2004","APRPM26_04","01/01/2004","04/20/2004","E","R","0","04/21/2004","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","4926.80","870","4.01","","4926.80","870","0.00","7210.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2004","07/15/2004","JULPM15_04","04/21/2004","06/30/2004","E","R","0","07/14/2004","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","3600.00","862","1.91","","3600.00","862","0.00","2594.62","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2004","12/06/2004","DECPJ06_04","07/01/2004","12/01/2004","E","R","0","01/10/2005","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","3926.95","853","5.25","","3926.95","853","0.00","1140.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2004","01/18/2005","JANPS18_05","12/02/2004","12/31/2004","E","R","0","01/11/2005","T","0","Treasurer","Medas","John","","G","0.00","0","0.00","0","1100.00","767","1.19","","1100.00","767","0.00","9957.58","0.00","0.00","0.00","0.00","0.00","0",""
"91-166","International Union of Painters & Allied Trades Legislative and Educational Committee","2004","04/26/2004","APRPM26_04","01/01/2004","04/20/2004","E","R","0","04/27/2004","T","0","Treasurer","Galis","George","","G","1750.00","5","0.00","0","236862.13","1","1273.65","","238612.13","6","0.00","275568.41","0.00","0.00","0.00","0.00","0.00","0",""
